Date,Store_ID,Product_ID,Category,Sales,Inventory,Price,Promotion,Holiday,Temperature,Rainfall,Discount,Supplier_Lead_Time,Supplier_Reliability,Cost,Profit
2023-03-31,S003,P003,Home,26,86,253.9,0,0,3.3,4.0,0.0,1,0.75,145.03,2830.62
2023-03-31,S003,P004,Toys,21,89,222.0,0,0,27.2,1.8,0.0,12,,119.22,2158.38
2023-03-31,S003,P005,Electronics,16,116,466.74,0,0,28.5,0.0,0.0,6,0.81,271.14,3129.6
2023-04-01,S001,P001,Clothing,25,76,93.24,0,0,5.3,0.0,0.0,9,0.92,69.11,603.25
2023-04-01,S001,P002,Food,34,87,225.2,0,0,8.5,4.8,0.0,8,0.96,160.95,2184.5
2023-04-01,S001,P003,Home,13,102,414.4,0,0,29.3,0.0,0.0,8,0.97,223.18,2485.86
2023-04-01,S001,P004,Toys,25,118,360.53,0,0,30.0,5.3,0.0,12,0.78,244.56,2899.25
2023-04-01,S001,P005,Electronics,24,123,169.57,0,0,10.3,10.9,0.0,3,0.77,83.85,2057.28
2023-04-01,S001,P005,Electronics,24,123,169.57,0,0,10.3,10.9,0.0,3,0.77,83.85,2057.28
2023-04-01,S002,P001,Clothing,24,60,65.33,0,0,5.7,2.3,0.0,10,0.92,43.96,512.88
2023-04-01,S002,P002,Food,16,106,128.78,0,0,18.1,3.5,0.0,2,0.79,82.14,746.24
2023-04-01,S002,P003,Home,26,93,283.42,0,0,21.5,5.3,0.0,8,0.7,218.37,1691.3
2023-04-01,S002,P004,Toys,15,100,368.57,0,0,-2.2,3.8,0.0,12,0.97,258.25,1654.8
2023-04-01,S002,P005,Electronics,31,85,209.33,0,0,25.8,8.5,0.0,11,0.78,106.31,3193.62
2023-04-01,S003,P001,Clothing,14,98,221.67,0,0,3.7,0.0,0.0,5,,93.7,1791.58
2023-04-01,S003,P002,Food,23,103,220.21,0,0,7.9,10.6,0.0,11,0.8,98.84,2791.51
2023-04-01,S003,P003,Home,22,102,18.62,0,0,16.8,0.0,0.0,4,0.7,9.32,204.6
2023-04-01,S003,P004,Toys,23,84,175.66,0,0,25.8,0.0,0.0,13,0.79,91.53,1934.99
2023-04-01,S003,P005,Electronics,33,84,307.88,0,0,34.9,0.0,0.0,4,0.9,169.12,4579.08
2023-04-02,S001,P001,Clothing,26,80,142.02,0,0,18.4,7.1,0.0,8,0.86,90.82,1331.2
2023-04-02,S001,P002,Food,22,83,470.21,0,0,15.4,1.0,0.0,12,,324.54,3204.74
2023-04-02,S001,P003,Home,25,149,90.37,0,0,16.2,2.2,0.0,1,0.9,48.66,1042.75
2023-04-02,S001,P004,Toys,26,74,379.19,1,0,25.2,0.0,0.26,3,0.94,188.96,2382.66
2023-04-02,S001,P005,Electronics,28,123,377.17,0,0,19.3,,0.0,6,0.81,211.26,4645.48
2023-04-02,S002,P001,Clothing,18,92,397.06,0,0,22.8,2.4,0.0,9,0.73,165.07,4175.82
2023-04-02,S002,P002,Food,25,113,222.0,0,0,8.6,0.3,0.0,5,0.77,118.82,2579.5
2023-04-02,S002,P003,Home,22,77,190.82,0,0,40.4,0.0,0.0,8,0.77,121.52,1524.6
2023-04-02,S002,P004,Toys,17,68,228.76,0,1,48.0,0.0,0.0,3,0.75,102.73,2142.51
2023-04-02,S002,P005,Electronics,26,104,210.58,0,0,32.0,4.2,0.0,13,0.95,139.96,1836.12
2023-04-02,S003,P001,Clothing,65,84,268.44,0,0,41.7,4.0,0.0,11,0.94,142.21,1640.99
2023-04-02,S003,P002,Food,29,79,317.45,0,0,29.3,2.1,0.0,6,0.99,127.01,5522.76
2023-04-02,S003,P003,Home,22,110,90.4,0,0,8.1,0.0,0.0,7,0.9,44.16,1017.28
2023-04-02,S003,P004,Toys,26,138,410.76,0,0,6.6,0.0,0.0,4,0.81,225.81,4808.7
2023-04-02,S003,P005,Electronics,31,85,493.85,1,0,,,0.06,9,0.88,336.81,3949.68
2023-04-03,S001,P001,Clothing,18,93,499.34,0,0,,2.8,0.0,4,0.78,239.92,4669.56
2023-04-03,S001,P002,Food,22,105,392.03,0,0,18.7,0.0,0.0,4,0.78,196.95,4291.76
2023-04-03,S001,P003,Home,18,109,81.31,1,0,33.0,2.3,0.15,7,0.75,52.24,303.72
2023-04-03,S001,P004,Toys,29,89,243.48,0,0,,0.0,0.0,8,0.98,157.79,2485.01
2023-04-03,S001,P005,Electronics,22,105,436.97,1,0,7.6,5.3,0.1,6,0.9,264.18,2840.05
2023-04-03,S002,P001,Clothing,15,127,314.5,0,0,25.3,1.9,0.0,4,0.89,214.15,1505.25
2023-04-03,S002,P002,Food,21,80,51.14,0,0,26.5,0.0,0.0,10,0.77,38.56,264.18
2023-04-03,S002,P003,Home,24,79,177.15,1,0,31.5,0.0,0.27,3,0.87,84.71,1070.63
2023-04-03,S002,P004,Toys,23,117,372.31,0,0,15.7,14.2,0.0,3,0.98,160.28,4876.69
2023-04-03,S002,P005,Electronics,16,119,233.13,0,0,19.9,0.0,0.0,12,0.92,118.05,1841.28
2023-04-03,S003,P001,Clothing,12,119,409.07,0,1,44.5,7.2,0.0,5,0.76,168.89,2882.16
2023-04-03,S003,P002,Food,16,124,391.17,0,0,23.7,0.9,0.0,11,0.84,187.87,3252.8
2023-04-03,S003,P003,Home,15,88,344.13,0,0,30.4,19.1,0.0,12,0.94,224.9,1788.45
2023-04-03,S003,P004,Toys,14,105,343.12,0,0,26.3,0.0,0.0,8,0.83,216.53,1772.26
2023-04-03,S003,P005,Electronics,27,89,164.06,1,0,46.3,1.2,0.17,13,0.83,91.11,1216.61
2023-04-04,S001,P001,Clothing,20,89,56.5,0,0,21.0,0.9,0.0,1,0.95,36.15,407.0
2023-04-04,S001,P002,Food,18,100,397.86,0,0,22.1,0.0,0.0,1,0.76,299.61,1768.5
2023-04-04,S001,P003,Home,7,84,268.45,0,0,12.8,,0.0,4,0.97,129.29,974.12
2023-04-04,S001,P004,Toys,13,121,148.01,0,0,24.5,,0.0,5,0.96,112.42,462.67
2023-04-04,S001,P005,Electronics,18,121,414.07,0,0,11.3,4.8,0.0,3,0.79,289.02,2250.9
2023-04-04,S002,P001,Clothing,13,118,232.61,0,0,10.4,8.6,0.0,8,0.94,157.64,974.61
2023-04-04,S002,P002,Food,22,123,155.57,0,0,17.5,2.3,0.0,10,0.82,75.53,1760.88
2023-04-04,S002,P003,Home,85,117,337.56,0,0,35.2,4.2,0.0,7,0.77,261.73,1289.11
2023-04-04,S002,P004,Toys,14,125,309.56,0,1,23.6,7.0,0.0,6,,188.56,1694.0
2023-04-04,S002,P005,Electronics,21,87,93.34,0,0,30.5,1.6,0.0,2,0.97,51.05,888.09
2023-04-04,S003,P001,Clothing,27,119,385.25,0,0,20.2,1.6,0.0,8,0.75,184.45,5421.6
2023-04-04,S003,P002,Food,9,67,141.0,0,0,11.0,0.0,0.0,11,0.83,59.97,729.27
2023-04-04,S003,P003,Home,25,126,316.07,0,0,17.0,5.0,0.0,13,0.8,144.02,4301.25
2023-04-04,S003,P004,Toys,15,127,479.56,0,0,19.8,4.1,0.0,7,0.83,207.78,4076.7
2023-04-04,S003,P005,Electronics,33,135,119.48,0,0,25.6,8.5,0.0,6,0.91,62.59,1877.37
2023-04-05,S001,P001,Clothing,18,90,469.3,0,0,31.3,5.0,0.0,12,0.8,218.78,4509.36
2023-04-05,S001,P002,Food,31,119,95.0,0,0,27.9,4.1,0.0,2,0.74,45.95,1520.55
2023-04-05,S001,P003,Home,28,81,408.34,0,0,-0.4,0.0,0.0,10,0.9,274.17,3756.76
2023-04-05,S001,P003,Home,28,81,408.34,0,0,-0.4,0.0,0.0,10,0.9,274.17,3756.76
2023-04-05,S001,P004,Toys,15,114,187.58,0,0,22.6,8.1,0.0,1,0.8,131.12,846.9
2023-04-05,S001,P005,Electronics,18,125,428.34,0,0,-8.2,6.2,0.0,2,0.86,308.86,2150.64
2023-04-05,S002,P001,Clothing,16,86,361.63,0,0,19.4,4.9,0.0,13,0.87,272.02,1433.76
2023-04-05,S002,P002,Food,12,103,457.95,0,0,20.1,0.0,0.0,13,0.77,279.57,2140.56
2023-04-05,S002,P003,Home,30,143,340.09,0,1,23.1,10.2,0.0,4,0.71,257.75,2470.2
2023-04-05,S002,P004,Toys,17,128,413.1,0,0,21.6,8.5,0.0,4,0.93,303.5,1863.2
2023-04-05,S002,P005,Electronics,32,88,399.28,0,0,27.4,3.3,0.0,2,0.94,200.68,6355.2
2023-04-05,S003,P001,Clothing,16,89,242.63,0,0,15.8,0.0,0.0,4,0.92,159.66,1327.52
2023-04-05,S003,P002,Food,19,114,416.06,0,0,19.5,3.4,0.0,10,0.86,290.57,2384.31
2023-04-05,S003,P003,Home,21,82,145.06,0,0,19.3,9.1,0.0,5,0.77,70.86,1558.2
2023-04-05,S003,P004,Toys,24,111,311.93,0,0,2.8,10.9,0.0,11,0.97,155.15,3762.72
2023-04-05,S003,P005,Electronics,7,101,65.02,0,0,9.7,0.0,0.0,4,1.0,37.46,192.92
2023-04-06,S001,P001,Clothing,17,117,309.49,0,0,25.8,9.6,0.0,4,0.71,221.15,1501.78
2023-04-06,S001,P002,Food,24,110,482.85,0,0,0.8,6.7,0.0,7,0.76,314.3,4045.2
2023-04-06,S001,P003,Home,19,110,11.99,0,0,,5.2,0.0,6,0.98,8.25,71.06
2023-04-06,S001,P004,Toys,10,86,159.95,0,0,12.3,1.8,0.0,6,0.79,76.56,833.9
2023-04-06,S001,P005,Electronics,18,75,22.77,0,0,16.4,2.9,0.0,1,0.92,17.18,100.62
2023-04-06,S002,P001,Clothing,18,106,417.93,0,0,22.3,0.0,0.0,12,0.78,292.68,2254.5
2023-04-06,S002,P002,Food,30,102,127.86,0,0,30.0,0.0,0.0,2,0.73,61.09,2003.1
2023-04-06,S002,P003,Home,16,101,295.61,0,0,27.0,7.8,0.0,9,0.76,190.58,1680.48
2023-04-06,S002,P004,Toys,16,99,206.14,0,0,11.8,7.1,0.0,6,0.83,143.49,1002.4
2023-04-06,S002,P005,Electronics,36,87,174.07,1,0,26.0,5.7,0.29,7,0.94,109.01,524.87
2023-04-06,S003,P001,Clothing,25,73,322.69,0,0,34.1,3.9,0.0,2,0.77,137.44,4631.25
2023-04-06,S003,P002,Food,18,87,210.25,0,0,14.4,0.0,0.0,6,0.84,127.47,1490.04
2023-04-06,S003,P003,Home,19,112,222.37,0,0,30.6,0.0,0.0,4,0.88,133.06,1696.89
2023-04-06,S003,P004,Toys,11,109,438.78,0,0,35.6,0.0,0.0,11,0.97,319.01,1317.47
2023-04-06,S003,P005,Electronics,21,61,203.58,0,0,14.8,9.6,0.0,7,0.97,139.87,1337.91
2023-04-07,S001,P001,Clothing,28,117,206.71,0,1,20.0,0.0,0.0,2,0.85,114.53,2581.04
2023-04-07,S001,P002,Food,15,83,103.27,0,0,13.0,6.5,0.0,9,,55.7,713.55
2023-04-07,S001,P003,Home,19,82,368.86,0,0,39.7,0.0,0.0,7,0.92,249.85,2261.19
2023-04-07,S001,P004,Toys,24,84,331.36,0,0,23.0,0.0,0.0,6,0.92,153.1,4278.24
2023-04-07,S001,P005,Electronics,27,72,248.22,1,0,11.0,6.2,0.06,6,0.84,130.84,2767.14
2023-04-07,S002,P001,Clothing,18,69,483.19,0,0,32.3,2.0,0.0,4,0.94,240.08,4375.98
2023-04-07,S002,P002,Food,14,96,103.04,0,0,19.9,0.0,0.0,8,0.75,70.95,449.26
2023-04-07,S002,P003,Home,25,122,490.42,1,0,8.9,5.5,0.24,12,0.82,334.27,961.23
2023-04-07,S002,P004,Toys,18,81,311.02,0,0,8.8,2.9,0.0,2,0.96,190.12,2176.2
2023-04-07,S002,P005,Electronics,24,103,368.06,0,0,23.7,0.0,0.0,1,0.88,193.97,4178.16
2023-04-07,S003,P001,Clothing,28,112,26.27,0,0,8.2,12.3,0.0,9,0.84,11.37,417.2
2023-04-07,S003,P002,Food,19,97,166.14,0,0,,0.0,0.0,8,0.86,118.35,908.01
2023-04-07,S003,P003,Home,22,146,473.85,0,0,15.9,0.0,0.0,11,0.99,263.69,4623.52
2023-04-07,S003,P004,Toys,20,93,169.57,0,0,12.6,5.5,0.0,12,0.81,134.54,700.6
2023-04-07,S003,P005,Electronics,17,123,445.85,0,0,23.2,,0.0,8,0.82,301.46,2454.63
2023-04-08,S001,P001,Clothing,43,125,52.0,1,1,20.9,3.8,0.15,13,0.77,23.7,881.5
2023-04-08,S001,P002,Food,25,85,144.27,0,0,20.6,12.1,0.0,5,0.78,110.84,835.75
2023-04-08,S001,P003,Home,16,83,309.0,1,0,18.3,9.9,0.08,7,0.76,173.9,1766.08
2023-04-08,S001,P004,Toys,20,106,281.87,0,0,42.3,2.7,0.0,13,0.74,194.18,1753.8
2023-04-08,S001,P005,Electronics,24,70,295.44,0,0,-2.4,0.0,0.0,2,0.92,128.68,4002.24
2023-04-08,S002,P001,Clothing,24,82,461.43,0,0,21.1,2.2,0.0,4,0.75,231.02,5529.84
2023-04-08,S002,P002,Food,15,88,440.53,0,0,21.1,2.7,0.0,2,0.71,183.38,3857.25
2023-04-08,S002,P003,Home,25,116,37.87,0,0,11.8,0.6,0.0,7,0.81,16.17,542.5
2023-04-08,S002,P004,Toys,25,89,324.33,0,0,7.2,4.2,0.0,5,0.95,164.92,3985.25
2023-04-08,S002,P005,Electronics,19,48,390.53,0,0,16.1,2.0,0.0,13,0.89,207.33,3480.8
2023-04-08,S003,P001,Clothing,26,112,190.4,1,0,11.9,0.0,0.2,2,0.71,132.1,525.72
2023-04-08,S003,P002,Food,23,107,307.9,0,0,41.5,0.0,0.0,6,0.88,240.05,1560.55
2023-04-08,S003,P003,Home,23,108,172.17,0,0,25.5,0.2,0.0,13,0.81,104.01,1567.68
2023-04-08,S003,P004,Toys,37,108,80.4,1,0,,6.4,0.07,9,0.72,33.64,1521.88
2023-04-08,S003,P005,Electronics,15,99,460.28,0,0,5.0,4.2,0.0,9,0.75,199.04,3918.6
2023-04-09,S001,P001,Clothing,19,93,383.4,0,0,28.5,3.7,0.0,11,0.78,257.75,2387.35
2023-04-09,S001,P002,Food,16,101,258.43,0,0,24.1,4.1,0.0,13,0.75,183.31,1201.92
2023-04-09,S001,P003,Home,29,101,70.38,0,1,22.9,8.6,0.0,4,0.81,29.83,1175.95
2023-04-09,S001,P004,Toys,22,108,389.53,0,0,8.0,,0.0,4,0.79,220.84,3711.18
2023-04-09,S001,P005,Electronics,115,123,389.17,1,0,16.9,,0.08,1,0.86,292.76,1501.36
2023-04-09,S002,P001,Clothing,20,94,311.07,0,0,20.5,12.6,0.0,8,0.87,184.18,2537.8
2023-04-09,S002,P002,Food,18,78,403.18,0,0,29.4,6.8,0.0,5,0.8,262.77,2527.38
2023-04-09,S002,P003,Home,19,110,365.19,0,0,9.3,7.6,0.0,12,0.93,235.48,2464.49
2023-04-09,S002,P004,Toys,20,106,251.27,0,0,15.4,0.6,0.0,8,0.95,196.14,1102.6
2023-04-09,S002,P005,Electronics,26,99,16.44,1,0,4.8,0.4,0.19,8,0.96,8.91,114.57
2023-04-09,S003,P001,Clothing,16,96,95.16,0,0,18.6,1.2,0.0,10,0.99,46.54,777.92
2023-04-09,S003,P002,Food,25,95,472.28,0,0,23.1,0.0,0.0,6,0.96,239.16,5828.0
2023-04-09,S003,P003,Home,24,112,89.61,0,0,19.2,0.0,0.0,13,0.9,38.15,1235.04
2023-04-09,S003,P004,Toys,25,70,280.29,0,0,14.5,0.0,0.0,13,0.84,142.84,3436.25
2023-04-09,S003,P005,Electronics,28,98,220.04,0,0,26.9,6.6,0.0,13,,108.6,3120.32
2023-04-10,S001,P001,Clothing,20,112,34.77,0,0,22.3,0.0,0.0,13,0.73,22.39,247.6
2023-04-10,S001,P002,Food,15,107,498.32,0,0,26.8,2.4,0.0,4,0.97,309.26,2835.9
2023-04-10,S001,P003,Home,13,51,292.21,0,0,15.3,0.0,0.0,11,0.87,191.65,1307.28
2023-04-10,S001,P004,Toys,20,102,126.36,0,0,,0.0,0.0,6,0.97,63.8,1251.2
2023-04-10,S001,P005,Electronics,29,66,389.98,0,0,6.4,3.1,0.0,6,0.82,206.55,5319.47
2023-04-10,S002,P001,Clothing,13,115,320.34,0,0,26.3,3.8,0.0,10,0.87,242.68,1009.58
2023-04-10,S002,P002,Food,30,75,236.84,0,1,18.0,0.0,0.0,11,0.73,110.71,3783.9
2023-04-10,S002,P003,Home,22,77,44.91,0,0,8.1,0.0,0.0,8,0.86,33.27,256.08
2023-04-10,S002,P004,Toys,22,141,290.35,0,0,19.7,0.0,0.0,5,0.73,131.23,3500.64
2023-04-10,S002,P005,Electronics,25,134,381.01,0,0,20.9,4.2,0.0,5,0.8,287.95,2326.5
2023-04-10,S003,P001,Clothing,18,96,469.71,0,0,26.0,1.9,0.0,6,0.72,202.28,4813.74
2023-04-10,S003,P002,Food,19,122,138.31,0,0,10.5,9.1,0.0,8,0.94,108.07,574.56
2023-04-10,S003,P003,Home,19,134,236.34,0,0,,1.3,0.0,12,,108.59,2427.25
2023-04-10,S003,P004,Toys,29,108,203.04,0,0,,7.3,0.0,12,0.89,129.77,2124.83
2023-04-10,S003,P005,Electronics,28,74,207.19,0,0,7.8,0.0,0.0,8,0.9,121.99,2385.6
2023-04-11,S001,P001,Clothing,26,99,495.47,0,0,20.7,7.3,0.0,2,0.77,361.39,3486.08
2023-04-11,S001,P002,Food,22,123,143.69,0,0,12.8,3.4,0.0,4,0.89,113.7,659.78
2023-04-11,S001,P003,Home,23,120,353.25,0,0,38.7,,0.0,12,0.99,177.06,4052.37
2023-04-11,S001,P004,Toys,20,116,496.92,0,0,21.3,2.7,0.0,8,0.74,380.84,2321.6
2023-04-11,S001,P005,Electronics,24,123,337.03,0,0,11.8,1.4,0.0,1,0.99,254.67,1976.64
2023-04-11,S002,P001,Clothing,20,87,352.21,0,0,33.3,0.1,0.0,5,0.84,199.6,3052.2
2023-04-11,S002,P002,Food,18,101,344.05,0,0,6.2,0.0,0.0,8,0.95,263.1,1457.1
2023-04-11,S002,P003,Home,20,77,494.32,0,0,24.3,0.0,0.0,2,0.74,392.26,2041.2
2023-04-11,S002,P004,Toys,15,67,30.45,0,0,12.4,0.0,0.0,12,0.94,16.8,204.75
2023-04-11,S002,P005,Electronics,30,105,187.96,1,0,21.3,1.7,0.2,13,0.84,139.71,319.74
2023-04-11,S003,P001,Clothing,26,94,364.6,0,0,-3.0,2.4,0.0,8,0.73,218.04,3810.56
2023-04-11,S003,P002,Food,14,123,418.77,0,0,27.4,0.0,0.0,8,0.97,250.64,2353.82
2023-04-11,S003,P003,Home,22,111,221.96,0,0,30.6,0.0,0.0,2,0.89,103.56,2604.8
2023-04-11,S003,P004,Toys,21,87,482.25,0,0,26.1,11.0,0.0,10,0.78,379.36,2160.69
2023-04-11,S003,P005,Electronics,14,86,194.87,0,0,13.3,0.0,0.0,7,0.74,129.41,916.44
2023-04-12,S001,P001,Clothing,19,89,237.52,0,0,25.0,13.1,0.0,6,0.83,110.63,2410.91
2023-04-12,S001,P002,Food,21,129,446.41,0,0,18.9,0.7,0.0,9,0.86,289.73,3290.28
2023-04-12,S001,P003,Home,18,77,337.46,0,0,22.6,3.2,0.0,5,0.75,242.91,1701.9
2023-04-12,S001,P004,Toys,21,86,248.28,0,0,13.3,0.0,0.0,13,0.79,172.2,1597.68
2023-04-12,S001,P005,Electronics,13,99,91.52,0,0,16.9,1.8,0.0,7,,42.02,643.5
2023-04-12,S002,P001,Clothing,22,46,174.0,0,0,14.6,6.0,0.0,11,0.79,74.09,2198.02
2023-04-12,S002,P002,Food,22,104,210.13,0,0,12.2,9.2,0.0,10,0.89,109.4,2216.06
2023-04-12,S002,P003,Home,14,98,86.13,0,0,31.2,8.1,0.0,6,0.73,48.73,523.6
2023-04-12,S002,P004,Toys,14,88,207.96,0,0,11.3,,0.0,8,0.95,151.46,791.0
2023-04-12,S002,P005,Electronics,15,95,333.15,0,0,27.4,8.6,0.0,9,0.86,141.16,2879.85
2023-04-12,S003,P001,Clothing,13,88,445.28,0,0,30.3,0.0,0.0,12,0.94,269.79,2281.37
2023-04-12,S003,P002,Food,24,82,37.28,0,0,27.7,0.0,0.0,6,0.77,29.81,179.28
2023-04-12,S003,P003,Home,16,106,51.77,0,0,9.2,10.2,0.0,13,0.88,27.21,392.96
2023-04-12,S003,P004,Toys,17,105,239.41,0,0,24.3,5.1,0.0,13,0.84,173.34,1123.19
2023-04-12,S003,P005,Electronics,22,58,346.64,0,0,23.7,0.8,0.0,1,0.73,228.22,2605.24
2023-04-13,S001,P001,Clothing,22,110,168.19,0,0,29.5,0.0,0.0,9,0.79,78.64,1970.1
2023-04-13,S001,P002,Food,13,93,466.34,0,0,21.5,2.1,0.0,10,0.81,227.42,3105.96
2023-04-13,S001,P003,Home,37,79,383.4,0,1,12.6,4.6,0.0,3,0.78,233.8,5535.2
2023-04-13,S001,P004,Toys,21,109,161.48,0,0,18.9,0.0,0.0,13,0.95,109.01,1101.87
2023-04-13,S001,P005,Electronics,21,132,179.49,0,0,25.7,0.0,0.0,3,0.88,116.17,1329.72
2023-04-13,S002,P001,Clothing,21,117,193.31,0,0,28.6,5.9,0.0,11,0.78,106.32,1826.79
2023-04-13,S002,P002,Food,20,101,384.78,0,0,26.7,0.5,0.0,7,,182.14,4052.8
2023-04-13,S002,P003,Home,14,33,436.85,0,0,16.3,1.7,0.0,12,0.99,207.09,3216.64
2023-04-13,S002,P004,Toys,21,88,139.85,0,0,12.9,0.0,0.0,9,0.87,73.6,1391.25
2023-04-13,S002,P005,Electronics,19,132,138.34,0,0,24.5,3.2,0.0,13,0.74,88.96,938.22
2023-04-13,S003,P001,Clothing,20,133,65.53,0,0,11.8,0.0,0.0,12,0.74,44.03,430.0
2023-04-13,S003,P002,Food,21,112,343.78,0,0,9.9,8.5,0.0,13,0.9,188.76,3255.42
2023-04-13,S003,P003,Home,14,113,126.22,0,0,,8.6,0.0,6,0.84,75.74,706.72
2023-04-13,S003,P004,Toys,22,72,478.19,0,0,24.6,2.4,0.0,6,0.74,251.22,4993.34
2023-04-13,S003,P005,Electronics,27,136,208.21,0,0,10.3,0.0,0.0,12,0.9,161.06,1273.05
2023-04-14,S001,P001,Clothing,30,123,237.06,1,0,24.2,2.1,0.27,1,0.87,136.32,1102.01
2023-04-14,S001,P002,Food,24,108,140.09,0,0,29.4,6.4,0.0,4,0.93,109.67,730.08
2023-04-14,S001,P003,Home,15,86,329.61,0,0,23.9,4.1,0.0,9,0.88,198.69,1963.8
2023-04-14,S001,P004,Toys,10,85,318.91,0,0,29.5,0.0,0.0,12,0.92,218.93,999.8
2023-04-14,S001,P005,Electronics,28,116,102.57,0,0,5.6,5.3,0.0,12,0.93,47.49,1542.24
2023-04-14,S002,P001,Clothing,20,130,146.72,0,0,11.5,9.7,0.0,11,0.76,67.16,1591.2
2023-04-14,S002,P002,Food,18,99,306.24,0,0,39.1,6.4,0.0,4,0.89,171.97,2416.86
2023-04-14,S002,P003,Home,27,117,225.16,0,0,17.9,0.6,0.0,10,0.79,133.89,2464.29
2023-04-14,S002,P004,Toys,11,100,376.18,0,0,29.9,0.0,0.0,2,0.95,262.96,1245.42
2023-04-14,S002,P005,Electronics,17,113,250.2,0,0,9.2,8.3,0.0,3,0.95,124.74,2132.82
2023-04-14,S003,P001,Clothing,20,112,381.99,0,0,26.6,1.3,0.0,1,0.88,244.29,2754.0
2023-04-14,S003,P002,Food,25,110,498.87,0,0,19.8,3.2,0.0,6,0.83,394.15,2618.0
2023-04-14,S003,P003,Home,6,103,429.22,0,0,20.1,3.4,0.0,13,0.96,298.55,784.02
2023-04-14,S003,P004,Toys,22,102,385.91,0,1,27.9,0.0,0.0,3,0.82,206.89,3938.44
2023-04-14,S003,P005,Electronics,12,117,178.18,0,0,31.7,4.7,0.0,5,0.74,129.48,584.4
2023-04-15,S001,P001,Clothing,23,90,182.95,0,0,27.1,6.0,0.0,5,0.77,97.85,1957.3
2023-04-15,S001,P002,Food,28,115,256.74,0,0,15.9,2.0,0.0,6,0.97,189.73,1876.28
2023-04-15,S001,P003,Home,26,64,200.09,0,0,9.3,0.0,0.0,4,,120.33,2073.76
2023-04-15,S001,P004,Toys,25,116,430.14,0,0,24.7,2.9,0.0,2,0.8,261.99,4203.75
2023-04-15,S001,P005,Electronics,23,108,443.24,0,0,28.3,4.4,0.0,13,0.92,316.95,2904.67
2023-04-15,S002,P001,Clothing,14,97,111.33,0,0,35.6,0.0,0.0,10,0.83,79.24,449.26
2023-04-15,S002,P002,Food,14,98,410.99,0,0,29.1,0.7,0.0,2,0.91,291.58,1671.74
2023-04-15,S002,P003,Home,20,124,446.15,0,0,11.2,0.7,0.0,10,0.89,334.45,2234.0
2023-04-15,S002,P004,Toys,42,76,367.88,1,0,29.1,2.8,0.17,13,0.77,201.65,4355.0
2023-04-15,S002,P005,Electronics,24,113,62.01,0,0,17.3,,0.0,10,0.78,48.46,325.2
2023-04-15,S003,P001,Clothing,24,90,42.58,0,0,10.8,8.1,0.0,11,0.99,25.88,400.8
2023-04-15,S003,P002,Food,38,125,442.25,0,0,13.8,5.0,0.0,1,0.77,276.61,6294.32
2023-04-15,S003,P003,Home,25,81,301.89,0,1,14.9,2.2,0.0,2,0.77,216.61,2132.0
2023-04-15,S003,P004,Toys,28,105,398.56,1,0,30.6,0.0,0.14,7,0.82,174.3,4716.92
2023-04-15,S003,P005,Electronics,31,92,318.61,0,0,32.9,0.0,0.0,9,0.85,169.78,4613.73
2023-04-16,S001,P001,Clothing,24,110,298.17,0,0,1.1,5.4,0.0,2,0.98,163.55,3230.88
2023-04-16,S001,P002,Food,17,127,245.46,0,0,20.7,9.6,0.0,10,0.87,99.56,2480.3
2023-04-16,S001,P003,Home,25,117,61.83,0,0,30.2,2.8,0.0,13,0.81,35.51,658.0
2023-04-16,S001,P004,Toys,26,114,372.35,0,1,27.5,1.2,0.0,6,0.93,222.55,3894.8
2023-04-16,S001,P005,Electronics,17,100,424.92,0,0,12.5,6.1,0.0,11,0.87,324.43,1708.33
2023-04-16,S002,P001,Clothing,29,91,255.26,0,0,9.1,6.3,0.0,5,0.89,201.23,1566.87
2023-04-16,S002,P002,Food,22,70,79.11,0,0,32.0,2.9,0.0,7,0.72,52.2,592.02
2023-04-16,S002,P003,Home,24,56,333.49,0,0,20.0,6.3,0.0,2,0.81,169.52,3935.28
2023-04-16,S002,P004,Toys,19,96,334.06,0,0,23.3,0.0,0.0,5,0.86,220.76,2152.7
2023-04-16,S002,P005,Electronics,19,93,426.4,0,0,32.4,0.0,0.0,4,0.9,180.78,4666.78
2023-04-16,S003,P001,Clothing,20,96,76.33,0,0,35.5,0.0,0.0,5,0.97,34.89,828.8
2023-04-16,S003,P002,Food,31,91,62.7,1,0,2.8,,0.18,4,0.91,29.95,665.38
2023-04-16,S003,P003,Home,26,89,287.25,0,1,41.7,0.0,0.0,5,0.99,221.22,1716.78
2023-04-16,S003,P004,Toys,62,132,473.7,1,0,29.3,0.0,0.24,3,0.74,373.84,-857.34
2023-04-16,S003,P005,Electronics,16,98,458.89,0,0,24.6,0.0,0.0,2,0.78,299.21,2554.88
2023-04-17,S001,P001,Clothing,31,118,332.47,0,0,,0.5,0.0,3,0.76,181.42,4682.55
2023-04-17,S001,P002,Food,23,104,416.14,0,0,32.8,2.8,0.0,3,0.97,320.24,2205.7
2023-04-17,S001,P003,Home,18,92,108.18,0,0,23.4,2.6,0.0,9,0.8,56.59,928.62
2023-04-17,S001,P004,Toys,27,147,235.21,1,0,34.8,2.1,0.3,3,0.86,121.09,1176.04
2023-04-17,S001,P005,Electronics,22,110,165.52,0,0,25.6,4.5,0.0,4,0.83,115.43,1101.98
2023-04-17,S002,P001,Clothing,17,71,491.81,0,0,23.0,9.4,0.0,11,0.88,255.01,4025.6
